"Name","Description","Fulladdress","Street","Municipality","Categories","About","Plus.Code","Time.Zone","Price","Note","Amenities","Hotel.Class","Phone","Phones","Claimed","Owner","Owner.Id","Owner.Link","Email","Social.Medias","Review.Count","Average.Rating","Review.URL","Google.Maps.URL","Google.Knowledge.URL","Latitude","Longitude","Website","Domain","Opening.Hours","Featured.Image","Cid","Fid","Place.Id","Kgmid","Type","Cuisine"
"Adonai","","478 Drummond St, Carlton VIC 3053","478 Drummond St","Carlton VIC 3053","West African restaurant, Restaurant","Service options: [Delivery, Takeaway, Dine-in], Accessibility: [Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible seating], Offerings: [Healthy options, Small plates], Dining options: [Brunch, Lunch, Dinner, Dessert], Amenities: [Toilets], Atmosphere: [Casual, Cosy], Crowd: [Good for groups], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, Mobile payments, ], Children: [Good for kids], Parking: [Free of charge street parking]","4RJ66X49+6X","Australia/Melbourne","$20–40",NA,NA,NA,"0439 449 402","0439 449 402, +61 439 449 402","YES","Adonai (owner)",1.09585324896831e+20,"https://www.google.com/maps/contrib/109585324896830846458","","",230,4.8,"https://search.google.com/local/reviews?placeid=ChIJdU3VUShD1moRtOEN1SPOurI&q=Restaurants&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=12878832737712988596","https://www.google.com/search?kgmid=/g/11f_g2212r",-37.7944735,144.9699616,"http://adonaifoods.com.au/","adonaifoods.com.au","Saturday: [11 am-6:30 pm], Sunday: [Closed], Monday: [11 am-6:30 pm], Tuesday: [Closed], Wednesday: [11 am-6:30 pm], Thursday: [Closed], Friday: [11 am-6:30 pm]","https://lh5.googleusercontent.com/p/AF1QipPVLzUygaKB0mj4nTb6iqaSV42fglmH_Uc51NwP=w122-h92-k-no",1.2878832737713e+19,"0x6ad6432851d54d75:0xb2bace23d50de1b4","ChIJdU3VUShD1moRtOEN1SPOurI","/g/11f_g2212r","Restaurant","Other"
"385 Bourke St, Melbourne VIC 3000","Seattle-based coffeehouse chain known for its signature roasts, light bites and WiFi availability.","385 Bourke St, Melbourne VIC 3000","385 Bourke St","Melbourne VIC 3000","Coffee shop, Cafe, Coffee store","Service options: [Takeaway, Dine-in], Accessibility: [Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet], Offerings: [Coffee], Dining options: [Breakfast, Lunch, Dessert], Amenities: [Toilets], Atmosphere: [Casual, Cosy], Crowd: [Good for groups], Planning: [Doesn't accept reservations], Payments: [Credit cards, Debit cards, Mobile payments, ]","4RJ65XP7+47","Australia/Melbourne","$1–20",NA,NA,NA,"1800 787 289","1800 787 289, +61 1800 787 289","YES","385 Bourke St, Melbourne VIC 3000 (owner)",1.13578148600778e+20,"https://www.google.com/maps/contrib/113578148600778002884","","",385,3.9,"https://search.google.com/local/reviews?placeid=ChIJ_f021h1D1moRABbMDej5Hjw&q=coffee+shop&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=4332174666636203520","https://www.google.com/search?kgmid=/g/11f6621z3p",-37.8146654,144.9631563,"http://www.starbucks.com.au/","starbucks.com.au","Tuesday: [6:30 am-7:30 pm], Wednesday: [6:30 am-7:30 pm], Thursday: [6:30 am-7:30 pm], Friday: [6:30 am-8 pm], Saturday: [7 am-8 pm], Sunday: [7:30 am-7:30 pm], Monday: [6:30 am-7:30 pm]","https://lh5.googleusercontent.com/p/AF1QipNfxrRlMxh--PizryAXBCaviKyFwSJEFsQ0M3WL=w108-h92-k-no",4332174666636203520,"0x6ad6431dd636fdfd:0x3c1ef9e80dcc1600","ChIJ_f021h1D1moRABbMDej5Hjw","/g/11f6621z3p","Coffee Shop","Other"
"Blacksmith Bar & Grill","","level 7/30 Timothy Ln, Melbourne VIC 3000","level 7/30 Timothy Ln","Melbourne VIC 3000","Bar & grill","Service options: [Outdoor seating, Dine-in, No delivery, No takeaway], Accessibility: [Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet], Offerings: [Alcohol, Beer, Cocktails, Coffee, Food, Food at bar, Late-night food, Small plates, Spirits, Wine], Dining options: [Breakfast, Brunch, Lunch, Dinner, Dessert, Outside food allowed, Seating], Amenities: [Bar on site, Toilets], Atmosphere: [Upmarket], Crowd: [Good for groups], Planning: [Accepts reservations], Payments: [Credit cards], Children: [High chairs], Pets: [Dogs allowed]","4RJ65XQ6+4F","Australia/Melbourne","",NA,NA,NA,"(03) 9122 5540","(03) 9122 5540, +61 3 9122 5540","YES","Blacksmith Bar & Grill (owner)",1.12072143633188e+20,"https://www.google.com/maps/contrib/112072143633188191789","","",102,4.4,"https://search.google.com/local/reviews?placeid=ChIJoVyozNJd1moRVKX5tXMCncg&q=brunch&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=14455713074926691668","https://www.google.com/search?kgmid=/g/11tp3448rm",-37.8121737,144.9611457,"https://blacksmithbarandgrill.com/","blacksmithbarandgrill.com","Thursday: [12-2 pm, 6-10 pm], Friday: [12-2 pm, 6-10 pm], Saturday: [12-2 pm, 6-10 pm], Sunday: [Closed], Monday: [Closed], Tuesday: [12-2 pm, 6-10 pm], Wednesday: [12-2 pm, 6-10 pm]","https://lh5.googleusercontent.com/p/AF1QipPusSVYWjp1-VG_SsaHnCuIkU5PawipH6yrB3Ah=w137-h92-k-no",14455713074926692352,"0x6ad65dd2cca85ca1:0xc89d0273b5f9a554","ChIJoVyozNJd1moRVKX5tXMCncg","/g/11tp3448rm","Brunch","Other"
"Cafe L'Incontro","Simple spot for breakfast, burgers, coffee and light fare, with umbrella-covered terrace tables.","133 Swanston St, Melbourne VIC 3000","133 Swanston St","Melbourne VIC 3000","Coffee shop, Cafe","Service options: [Outdoor seating, Takeaway, Dine-in, No delivery], Highlights: [Live performances], Accessibility: [Wheelchair-accessible seating, No wheelchair-accessible car park], Offerings: [Alcohol, Beer, Coffee, Late-night food, Small plates, Spirits, Wine], Dining options: [Breakfast, Brunch, Lunch, Dinner, Dessert, Seating], Amenities: [Toilets], Atmosphere: [Casual, Cosy], Crowd: [Good for groups], Payments: [Credit cards, Debit cards, Mobile payments, ], Children: [Good for kids, High chairs, Kids' menu], Parking: [Paid street parking, ]","4RJ65XP8+7G","Australia/Melbourne","$20–40",NA,NA,NA,"","","NO","Cafe L'Incontro (owner)",NA,"","","",920,3.2,"https://search.google.com/local/reviews?placeid=ChIJ_UzPL8hC1moRu-HBPowDlmc&q=coffee+shop&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=7464157333296374203","https://www.google.com/search?kgmid=/g/1td17_23",-37.8143102,144.9663427,"","","Tuesday: [8 am-6 pm], Wednesday: [8 am-7 pm], Thursday: [8 am-8 pm], Friday: [8 am-8 pm], Saturday: [8 am-9 pm], Sunday: [8 am-6 pm], Monday: [8 am-7 pm]","https://lh5.googleusercontent.com/p/AF1QipNPD7o3L7otO0MuNhI5WCb50OS-r4Q_LaspgEJC=w122-h92-k-no",7464157333296373760,"0x6ad642c82fcf4cfd:0x6796038c3ec1e1bb","ChIJ_UzPL8hC1moRu-HBPowDlmc","/g/1td17_23","Coffee Shop","Other"
"Greek Restaurant","","735 Heidelberg Rd, Alphington VIC 3078","735 Heidelberg Rd","Alphington VIC 3078","Restaurant","Service options: [Takeaway, Dine-in], Accessibility: [Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible seating], Offerings: [Healthy options, Small plates], Dining options: [Lunch, Dinner, Dessert], Amenities: [Toilets], Atmosphere: [Casual], Crowd: [Good for groups], Payments: [Credit cards], Children: [Good for kids], Parking: [Free of charge street parking]","4RJ7629J+P9","Australia/Melbourne","",NA,NA,NA,"","","NO","Greek Restaurant (owner)",NA,"","","",1,5,"https://search.google.com/local/reviews?placeid=ChIJC5x-vfVD1moRzwQTYxA3-Fg&q=Restaurants&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=6410934613083096271","https://www.google.com/search?kgmid=/g/11kn71tslh",-37.7806383,145.0308844,"","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PBSbQNNpUNyezLy2IhxoPg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=343.1226&pitch=0&thumbfov=100",6410934613083096064,"0x6ad643f5bd7e9c0b:0x58f83710631304cf","ChIJC5x-vfVD1moRzwQTYxA3-Fg","/g/11kn71tslh","Restaurant","Other"
"The Sporting Globe Bar & Grill Richmond","Modern, roomy venue with booths and screens showing live sports, plus hearty pub-style meals.","288 Bridge Rd, Richmond VIC 3121","288 Bridge Rd","Richmond VIC 3121","Sports bar, Bar & grill, Function room facility, Pub, Restaurant","Service options: [Outdoor seating, Delivery, Takeaway, Dine-in], Highlights: [Bar games, Great cocktails, Live music, Live performances, Quiz night, Rooftop seating, Good for watching sport], Accessibility: [Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible toilet], Offerings: [Alcohol, Beer, Cocktails, Food, Food at bar, Happy-hour drinks, Happy-hour food, Spirits, Wine], Dining options: [Outside food allowed, Seating], Amenities: [Toilets], Atmosphere: [Casual], Crowd: [Good for groups], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, Mobile payments, ], Parking: [Free of charge street parking, Paid street parking, ]","4RJ752J2+F7","Australia/Melbourne","$20–40",NA,NA,NA,"(03) 7002 2998","(03) 7002 2998, +61 3 7002 2998","YES","The Sporting Globe Bar & Grill Richmond (owner)",1.15988213733415e+20,"https://www.google.com/maps/contrib/115988213733414780247","",NA,946,4.3,"https://search.google.com/local/reviews?placeid=ChIJB3sbxfZC1moRRd0CtF4J3Kw&q=rooftop+bar&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=12455840971751611717","https://www.google.com/search?kgmid=/g/1q62k4fg3",-37.8188616,145.0006453,"http://www.sportingglobe.com.au/","sportingglobe.com.au","Thursday: [11:30 am-10:30 pm], Friday: [11:30 am-12:30 am], Saturday: [11:30 am-12:30 am], Sunday: [11:30 am-9:30 pm], Monday: [11:30 am-9:30 pm], Tuesday: [11:30 am-9:30 pm], Wednesday: [11:30 am-9:30 pm]","https://lh5.googleusercontent.com/p/AF1QipNpceAB39TIeqfxQ5lxC0CtX6iWUOTiyiIUt8sk=w122-h92-k-no",12455840971751612416,"0x6ad642f6c51b7b07:0xacdc095eb402dd45","ChIJB3sbxfZC1moRRd0CtF4J3Kw","/g/1q62k4fg3","Rooftop Bar","Other"
"Blackburn Eatery","","155 Whitehorse Rd, Blackburn VIC 3130","155 Whitehorse Rd","Blackburn VIC 3130","Restaurant, Dessert restaurant, Hamburger restaurant, Take Away Restaurant, Pizza takeaway, Taco restaurant","Service options: [Delivery, Takeaway, Dine-in], Accessibility: [Wheelchair-accessible seating], Offerings: [Alcohol, All you can eat, Beer, Coffee, Late-night food, Small plates], Dining options: [Lunch, Dinner, Dessert], Amenities: [Toilets], Atmosphere: [Casual], Crowd: [Family friendly, Good for groups, LGBTQ+ friendly, Transgender safe space], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, Mobile payments, ], Children: [Good for kids, Kids' menu], Parking: [Free of charge street parking, ]","4RJ755M3+2V","Australia/Melbourne","$20–40",NA,NA,NA,"(03) 9847 7911","(03) 9847 7911, +61 3 9847 7911","YES","Blackburn Eatery (owner)",1.08062374484781e+20,"https://www.google.com/maps/contrib/108062374484781346729","","",167,4.6,"https://search.google.com/local/reviews?placeid=ChIJ-Ylp3o051moR4ZjcAF__pK4&q=Restaurants&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=12584464042281441505","https://www.google.com/search?kgmid=/g/11rfs5wg4t",-37.8173835,145.15469,"https://order.blackburneatery.com.au/","order.blackburneatery.com.au","Saturday: [11 am-12 am], Sunday: [11 am-1 am], Monday: [11 am-1 am], Tuesday: [11 am-1 am], Wednesday: [11 am-1 am], Thursday: [11 am-1 am], Friday: [11 am-12 am]","https://lh5.googleusercontent.com/p/AF1QipM5Dyd3hUByyVbLPBnU31NdTEgAbqKaTpf0u0bl=w122-h92-k-no",12584464042281441280,"0x6ad6398dde6989f9:0xaea4ff5f00dc98e1","ChIJ-Ylp3o051moR4ZjcAF__pK4","/g/11rfs5wg4t","Restaurant","American"
"Sam’s Bar & Grill","","736 Burke Rd, Camberwell VIC 3124","736 Burke Rd","Camberwell VIC 3124","Steak house","From the business: [Identifies as women-owned], Service options: [Outdoor seating, Delivery, Takeaway, Dine-in], Accessibility: [Wheelchair-accessible entrance, Wheelchair-accessible seating], Offerings: [Alcohol, Beer, Cocktails, Coffee, Small plates, Spirits, Wine], Dining options: [Lunch, Dinner, Catering, Dessert, Seating], Amenities: [Bar on site, Toilets], Atmosphere: [Casual, Cosy], Crowd: [Good for groups], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, Mobile payments, ], Children: [Good for kids], Parking: [Free of charge street parking]","4RJ753F5+M5","Australia/Melbourne","$$",NA,NA,NA,"0402 635 992","0402 635 992, +61 402 635 992","YES","Sam’s Bar & Grill (owner)",1.16516105492824e+20,"https://www.google.com/maps/contrib/116516105492824232778","","",492,4.9,"https://search.google.com/local/reviews?placeid=ChIJM_OrFnpB1moRcVpTGkUDU14&q=Restaurants&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=6796779857961507441","https://www.google.com/search?kgmid=/g/11sgvx4qyz",-37.8257653,145.0579924,"http://www.samsbargrill.com.au/","samsbargrill.com.au","Saturday: [5-10 pm], Sunday: [12-3 pm, 5-10 pm], Monday: [5-9:30 pm], Tuesday: [Closed], Wednesday: [5-10 pm], Thursday: [5-10 pm], Friday: [12-3 pm, 5-10 pm]","https://lh5.googleusercontent.com/p/AF1QipNxTl7yE2uWdbV4I_nXBFkSP9q8e95Mq3n-Mmhe=w138-h92-k-no",6796779857961507840,"0x6ad6417a16abf333:0x5e5303451a535a71","ChIJM_OrFnpB1moRcVpTGkUDU14","/g/11sgvx4qyz","Restaurant","Other"
"Fed","","131 Dundas Pl, Albert Park VIC 3206","131 Dundas Pl","Albert Park VIC 3206","Restaurant, Coffee shop","Service options: [Outdoor seating, Takeaway, Dine-in, No delivery], Accessibility: [Wheelchair-accessible entrance, Wheelchair-accessible seating], Offerings: [Alcohol, Coffee, Healthy options, Small plates], Dining options: [Breakfast, Brunch, Lunch, Dessert, Seating], Amenities: [Toilets], Atmosphere: [Casual, Cosy], Crowd: [Good for groups], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, Mobile payments, ], Children: [Good for kids, Kids' menu], Parking: [Free of charge street parking]","4RJ65X53+FH","Australia/Melbourne","$20–40",NA,NA,NA,"(03) 9699 7574","(03) 9699 7574, +61 3 9699 7574","YES","Fed (owner)",1.12946644268993e+20,"https://www.google.com/maps/contrib/112946644268992804864","","",181,4.7,"https://search.google.com/local/reviews?placeid=ChIJ7193DBln1moR6-zvxdtEAso&q=brunch&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=14556272656324226283","https://www.google.com/search?kgmid=/g/11h7n7s99h",-37.8413406,144.9539378,"https://www.fedcafe.com.au/","fedcafe.com.au","Thursday: [7 am-4 pm], Friday: [7 am-4 pm], Saturday: [7 am-4 pm], Sunday: [7 am-4 pm], Monday: [7 am-4 pm], Tuesday: [7 am-4 pm], Wednesday: [7 am-4 pm]","https://lh5.googleusercontent.com/p/AF1QipPjqBXKPA27WmqU9OLF8qXgjqtSDIdu89bsdUYF=w138-h92-k-no",14556272656324227072,"0x6ad667190c775fef:0xca0244dbc5efeceb","ChIJ7193DBln1moR6-zvxdtEAso","/g/11h7n7s99h","Brunch","Other"
"LTJ Food Service Chinese Dumpling Restaurant","","601 Whitehorse Rd, Surrey Hills VIC 3127","601 Whitehorse Rd","Surrey Hills VIC 3127","Dumpling restaurant, Asian fusion restaurant, Chinese noodle restaurant, Chinese restaurant, Chinese takeaway","Service options: [Delivery, Takeaway, Dine-in], Accessibility: [Wheelchair-accessible car park], Offerings: [Small plates], Dining options: [Lunch, Dinner, Catering, Dessert, Seating], Amenities: [Toilets], Atmosphere: [Casual], Crowd: [Family friendly, Good for groups], Payments: [Credit cards, Debit cards, Mobile payments, ], Children: [Good for kids], Parking: [Free of charge street parking, Free parking lot, Paid parking lot]","4RJ753PX+3F","Australia/Melbourne","$20–40",NA,NA,NA,"(03) 9191 5938","(03) 9191 5938, +61 3 9191 5938","YES","LTJ Food Service Chinese Dumpling Restaurant (owner)",1.01213860389688e+20,"https://www.google.com/maps/contrib/101213860389688430734","","",146,4.6,"https://search.google.com/local/reviews?placeid=ChIJoYTFfkNB1moR50d3M9-jpDo&q=Restaurants&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=4225682529416857575","https://www.google.com/search?kgmid=/g/11h056jppl",-37.814754,145.098719,"https://www.ltjchineserestaurant.com.au/","ltjchineserestaurant.com.au","Saturday: [11 am-10 pm], Sunday: [11 am-10 pm], Monday: [11 am-10 pm], Tuesday: [11 am-10 pm], Wednesday: [11 am-9:30 pm], Thursday: [11 am-9:30 pm], Friday: [11 am-10 pm]","https://lh5.googleusercontent.com/p/AF1QipNRDMG9RvBLixtJn2_HfDgodDFzH5d0duK0ie0V=w163-h92-k-no",4225682529416857600,"0x6ad641437ec584a1:0x3aa4a3df337747e7","ChIJoYTFfkNB1moR50d3M9-jpDo","/g/11h056jppl","Restaurant","Chinese"
"Bar Holiday","","19 Lincoln Square S, Carlton VIC 3053","19 Lincoln Square S","Carlton VIC 3053","Wine bar","Service options: [Outdoor seating, Kerbside pickup, Takeaway, Dine-in, No delivery], Highlights: [Great cocktails], Offerings: [Alcohol, Beer, Cocktails, Food, Food at bar, Spirits, Wine], Amenities: [Toilets], Atmosphere: [Casual, Cosy], Crowd: [Good for groups], Planning: [Accepts reservations], Payments: [Credit cards]","4RJ65XW7+M4","Australia/Melbourne","$20–40",NA,NA,NA,"0402 691 712","0402 691 712, +61 402 691 712","YES","Bar Holiday (owner)",1.15451236679958e+20,"https://www.google.com/maps/contrib/115451236679958119131","",NA,97,4.4,"https://search.google.com/local/reviews?placeid=ChIJHTTijz1D1moRlsjw2Nkd_VY&q=rooftop+bar&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=6268199077854365846","https://www.google.com/search?kgmid=/g/11q1v29x5l",-37.8033513,144.9627806,"http://www.barholiday.com.au/","barholiday.com.au","Thursday: [5-11 pm], Friday: [5 pm-1 am], Saturday: [3 pm-1 am], Sunday: [3-9 pm], Monday: [Closed], Tuesday: [5-11 pm], Wednesday: [5-11 pm]","https://lh5.googleusercontent.com/p/AF1QipPI3Y0pSJdn4EDdlYG4RkdMXJL0Gdc3aYu5aEsd=w92-h92-k-no",6268199077854365696,"0x6ad6433d8fe2341d:0x56fd1dd9d8f0c896","ChIJHTTijz1D1moRlsjw2Nkd_VY","/g/11q1v29x5l","Rooftop Bar","Other"
"MOFO Burgers","Unpretentious all-day restaurant dishing up comfort food classics, plus coffee & shakes.","100 Leicester St, Carlton VIC 3053","100 Leicester St","Carlton VIC 3053","Hamburger restaurant, American restaurant, Diner, Fast food restaurant, Fried chicken takeaway, Take Away Restaurant","Service options: [Outdoor seating, No-contact delivery, Delivery, Takeaway, Dine-in], Accessibility: [Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet], Offerings: [Alcohol, Beer, Coffee, Halal food, Late-night food, Small plates, Vegetarian options], Dining options: [Breakfast, Lunch, Dinner, Catering, Dessert, Seating], Amenities: [Toilets, Wi-Fi, ], Atmosphere: [Casual], Crowd: [Family friendly, Good for groups, LGBTQ+ friendly, Transgender safe space], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, Mobile payments, ], Children: [Good for kids, High chairs]","4RJ65XW6+G7","Australia/Melbourne","$20–40",NA,NA,NA,"(03) 8370 9063","(03) 8370 9063, +61 3 8370 9063","YES","MOFO Burgers (owner)",1.08773782782944e+20,"https://www.google.com/maps/contrib/108773782782944386474","","",321,4.4,"https://search.google.com/local/reviews?placeid=ChIJcWHbF2Rd1moRCtapS-k-U3A&q=Restaurants&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=8093882127032636938","https://www.google.com/search?kgmid=/g/11jdx7cw6j",-37.803676,144.9606628,"http://www.mofoburgers.com.au/","mofoburgers.com.au","Saturday: [8 am-11 pm], Sunday: [Closed], Monday: [8 am-9 pm], Tuesday: [8 am-9 pm], Wednesday: [8 am-9 pm], Thursday: [8 am-9 pm], Friday: [8 am-11 pm]","https://lh5.googleusercontent.com/p/AF1QipO59hjTxQSOHzgcmUGKp-ClAke_HeTeA4uI_uI=w163-h92-k-no",8093882127032637440,"0x6ad65d6417db6171:0x70533ee94ba9d60a","ChIJcWHbF2Rd1moRCtapS-k-U3A","/g/11jdx7cw6j","Restaurant","American"
